,ACLED_PK,KPIFK,TimeFK_Event_Date,CountryFK,ACLED_Region,ACLED_GWNO,ACLED_Event_ID_Cnty,ACLED_Event_ID_No_Cnty,ACLED_Year,ACLED_Time_Precision,ACLED_Event_Type,ACLED_Event_TypeDesc,ACLED_Event_SubType,ACLED_Event_SubTypeDesc,ACLED_Actor1,ACLED_Ally_Actor1,ACLED_Inter1,ACLED_Actor2,ACLED_Ally_Actor2,ACLED_Inter2,ACLED_Interaction,ACLED_Admin1,ACLED_Admin2,ACLED_Admin3,ACLED_Location,ACLED_Latitude,ACLED_Longitude,ACLED_Geo_Precision,ACLED_Source,ACLED_SourceScale,ACLED_Notes,ACLED_Fatalities,ACLED_CreatedOn,ACLED_CreatedBy,ACLED_UpdatedOn,ACLED_UpdatedBy
715,11371194,95,20210530,203,Western Africa,,NIG20887,20887,2021,2,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,APC: All Progressives Congress,Unidentified Cult Militia (Nigeria),3,Civilians (Nigeria),Government of Nigeria (2015-),7,37,Lagos,Mushin,,Surulere,6.5144,3.3584,2,EONS Intelligence,National,"Around 30 May 2021 (as reported), APC members and cultists attacked electoral officials in several villages (including Shomolu, Alimosho, Ejigbo) of Mushin LGA (Lagos) [coded to Surulere] during the party's primaries for the forthcoming Local Government election in the state. Several people were injured.",0,2021-06-08 01:09:30.230,RES01\svcDW_Admin_UNDP,,
716,11441754,95,20210822,203,Western Africa,,NIG21810,21810,2021,2,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Women (Nigeria),7,47,Ogun,Ijebu North,,Ijebu-Igbo,6.9798,4.0033,2,New Telegraph,National,"Around 22 August 2021 (as reported), suspected fulani militias shot and injured a woman in Oru Awa, (Ijebu North Ogun) coded as Ijebu-Igbo.",0,2021-09-08 01:10:24.340,RES01\svcDW_Admin_UNDP,,
717,11436873,95,20210808,203,Western Africa,,NIG21674,21674,2021,2,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Lapai Communal Group (Nigeria),7,47,Niger,Lapai,,Dobogi,8.5676,6.6829,2,Daily Independent (Nigeria),National,"Around 8 August 2021 (as reported), suspected Fulani herders attempted to kidnap a traditional ruler in Gase, (Lapai LGA, Niger state) coded as Dobogi. The attempt was foiled by members of the community who responded to alarm raised by family members.",0,2021-09-08 01:10:24.340,RES01\svcDW_Admin_UNDP,,
718,10561575,95,20210402,203,Western Africa,,NIG20322,20322,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria); Teachers (Nigeria),7,47,Oyo,Ibarapa North,,Igangan,7.6833,3.1833,2,Daily Independent (Nigeria),National,"On 2 April 2021, Fulani pastoralists launched a reprisal attack on a retired school principal at his farm in the Igangan area (Ibarapa North LGA, Oyo), critically injuring him.",0,2021-04-13 01:28:48.320,RES01\svcDW_Admin_UNDP,,
719,11352336,95,20210508,203,Western Africa,,NIG20664,20664,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Kwara,Offa,,Erin Ile,8.1166,4.7,2,Daily Champion,National,"On 8 May 2021, Fulani pastoralists attacked and assaulted three farmers at Afoyin in Erin Ile (Offa LGA, Kwara). Event related to the farmer-pastoralist conflict.",0,2021-05-25 01:27:43.730,RES01\svcDW_Admin_UNDP,,
720,11389389,95,20210618,203,Western Africa,,NIG21094,21094,2021,1,Riots,"Riots are violent events where demonstrators or mobs engage in disruptive acts, including but not limited to rock throwing, property destruction, etc.",Mob violence,"Rioters violently interact with other rioters, another armed group or civilians, outside of demonstrations and without the use of lethal weapons.",Rioters (Nigeria),Vigilante Group (Nigeria),5,Civilians (Nigeria),Labour Group (Nigeria),7,57,Ogun,Egbado North,,Ibeshe,6.9594,3.0376,1,Daily Independent (Nigeria),National,"On 18 June 2021, a mob set a Dangote Companies truck ablaze in Ibese (Ibeshe) (Egbado North LGA, Ogun) over the truck driver's involvement in the death of two residents. [size=no report]",0,2021-06-29 01:09:46.500,RES01\svcDW_Admin_UNDP,,
721,11396652,95,20210702,203,Western Africa,,NIG21198,21198,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Nassarawa,Obi,,Obi,8.3667,8.7667,2,Daily Independent (Nigeria),National,"On 2 July 2021, Fulani pastoralists cut the hands of a farmer in Ome community, Obi LGA (Nassarawa) [coded Obi]. The community arrested one of the attackers and handed him to the police.",0,2021-07-06 01:09:51.790,RES01\svcDW_Admin_UNDP,,
722,11394381,95,20210624,203,Western Africa,,NIG21140,21140,2021,1,Riots,"Riots are violent events where demonstrators or mobs engage in disruptive acts, including but not limited to rock throwing, property destruction, etc.",Mob violence,"Rioters violently interact with other rioters, another armed group or civilians, outside of demonstrations and without the use of lethal weapons.",Rioters (Nigeria),Vigilante Group (Nigeria); Students (Nigeria),5,Civilians (Nigeria),Labour Group (Nigeria),7,57,Ogun,Egbado South,,Ilaro,6.8865,3.0205,2,HumAngle,National,"On 24 June 2021, a mob of secondary school students set a company's truck on fire in Yewa South / Egbado South LGA (Ogun) [coded Ilaro] after the truck driver lost control of the vehicle and killed a fellow student. [size=no report]",0,2021-07-06 01:09:51.790,RES01\svcDW_Admin_UNDP,,
723,11442812,95,20210825,203,Western Africa,,NIG21844,21844,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Sexual violence,An incidence of violence that inflicts harm of a sexual nature. ,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Women (Nigeria); Farmers (Nigeria),7,47,Rivers,Eleme,,Agbonchia,4.7942,7.1228,1,Daily Independent (Nigeria),National,"On 25 August 2021, suspected Fulani pastoralists attacked farmers and raped women on the farms in Agbonchia (Eleme, Rivers). One woman was abducted.",0,2021-09-08 01:10:24.340,RES01\svcDW_Admin_UNDP,,
724,11440916,95,20210819,203,Western Africa,,NIG21774,21774,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Abduction/forced disappearance,"The abduction or forced disappearance of civilians, without reports of further violence. ",Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Teachers (Nigeria),7,47,Abia,Isuikwuato,,Onuaku Uturu,5.8558,7.5119,2,Sun (Nigeria); Daily Independent (Nigeria),National,"On 19 August 2021, suspected pastoralists robbed and abducted two lecturers and an unspecified number of people along ABSU/Isuikwuato road (Isuikwuato, Abia) coded as Onuaku Uturu. There are reports of an unspecified ransom amount, one of the victims escaped from the abductors around 24 August.",0,2021-09-08 01:10:24.340,RES01\svcDW_Admin_UNDP,,
725,11444279,95,20210829,203,Western Africa,,NIG21505,21505,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Hausa Ethnic Group (Nigeria),7,47,Delta,Sapele,,Amukpe,5.8608,5.7155,2,Osun Defender; Nigeria Punch,National,"On 29 August 2021, Fulani militia members attacked a Hausa boy near Amukpe (Sapele, Delta). No fatalities reported.",0,2021-09-08 01:10:24.340,RES01\svcDW_Admin_UNDP,,
726,11435133,95,20210804,203,Western Africa,,NIG21646,21646,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Abduction/forced disappearance,"The abduction or forced disappearance of civilians, without reports of further violence. ",Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Catholic Christian Group (Nigeria),7,47,Benue,Ogbadibo,,Otukpa,7.0892,7.6499,2,Daily Post (Nigeria),National,"On 4 August 2021, suspected Fulani herders abducted a Catechist in Owukpa, (Ogbadibo LGA, Benue state) coded as Otukpa. The victim was released on 6 August after an undisclosed amount was paid as ransom.",0,2021-09-08 01:10:24.340,RES01\svcDW_Admin_UNDP,,
727,11436522,95,20210807,203,Western Africa,,NIG21667,21667,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Women (Nigeria),7,47,Benue,Ogbadibo,,Otukpa,7.0892,7.6499,1,Daily Post (Nigeria),National,"On 7 August 2021, suspected Fulani herders attacked Aho market (Ogbadibo LGA, Benue state) coded as Otukpa. One woman was abducted and a demand for ransom of 100 million naira was made. One person was reported wounded.",0,2021-09-08 01:10:24.340,RES01\svcDW_Admin_UNDP,,
728,10551377,95,20210324,203,Western Africa,,NIG20233,20233,2021,2,Riots,"Riots are violent events where demonstrators or mobs engage in disruptive acts, including but not limited to rock throwing, property destruction, etc.",Mob violence,"Rioters violently interact with other rioters, another armed group or civilians, outside of demonstrations and without the use of lethal weapons.",Rioters (Nigeria),Vigilante Group (Nigeria); Labour Group (Nigeria),5,Civilians (Nigeria),Labour Group (Nigeria),7,57,Lagos,Amowo-Odofin,,Festac,6.4663,3.283,1,CKN Nigeria,National,"Around 24 March 2021 (as reported), angry traders set another trader's shop ablaze at the Trade Fair area in Festac (Amuwo-Odofin LGA, Lagos) over the death of his apprentice. No reported fatalities. [size=no report]",0,2021-03-30 01:29:20.280,RES01\svcDW_Admin_UNDP,2021-04-15 01:27:46.900,RES01\svcDW_Admin_UNDP
729,11376745,95,20210605,203,Western Africa,,NIG20951,20951,2021,1,Riots,"Riots are violent events where demonstrators or mobs engage in disruptive acts, including but not limited to rock throwing, property destruction, etc.",Mob violence,"Rioters violently interact with other rioters, another armed group or civilians, outside of demonstrations and without the use of lethal weapons.",Rioters (Nigeria),Christian Group (Nigeria),5,Civilians (Nigeria),Journalists (Nigeria),7,57,Lagos,Alimosho,,Ikotun,6.5443,3.2638,1,Sun (Nigeria),National,"On 5 June 2021, some members of The Synagogue attacked journalists at the church headquarters in Ikotun (Alimosho LGA, Lagos) over the media's past coverage of the church and its founder. No reported fatalities. [size=no report]",0,2021-06-15 01:09:30.280,RES01\svcDW_Admin_UNDP,2021-06-22 01:09:39.990,RES01\svcDW_Admin_UNDP
730,11418361,95,20210729,203,Western Africa,,NIG21473,21473,2021,1,Riots,"Riots are violent events where demonstrators or mobs engage in disruptive acts, including but not limited to rock throwing, property destruction, etc.",Mob violence,"Rioters violently interact with other rioters, another armed group or civilians, outside of demonstrations and without the use of lethal weapons.",Rioters (Nigeria),APC: All Progressives Congress,5,Civilians (Nigeria),APC: All Progressives Congress,7,57,Delta,Oshimili South,,Asaba,6.2006,6.7339,1,Nigeria Punch,National,"On 29 July 2021, hundreds of APC rioters attempted to lynch 3 committee members of the APC at the party's secretariat in Asaba (Oshimili South LGA, Delta state). The rioters were aggrieved due to their inability to collect registration forms despite making payments. [size= hundreds]",0,2021-08-03 01:10:55.120,RES01\svcDW_Admin_UNDP,2021-09-08 01:10:24.340,RES01\svcDW_Admin_UNDP
731,11416800,95,20210724,203,Western Africa,,NIG21447,21447,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Delta,Ukwuani,,Obiaruku Quarters,5.8467,6.1526,1,Nigeria Punch; Blueprint,National,"On 24 July 2021, Fulani herders attacked farmers in Obiaruku Quarters (Ukwuani LGA, Delta state), leading to the displacements of the residents of the village and abduction of an undisclosed number of people.",0,2021-08-03 01:10:55.120,RES01\svcDW_Admin_UNDP,2021-09-08 01:10:24.340,RES01\svcDW_Admin_UNDP
732,11407542,95,20210713,203,Western Africa,,NIG21339,21339,2021,1,Riots,"Riots are violent events where demonstrators or mobs engage in disruptive acts, including but not limited to rock throwing, property destruction, etc.",Mob violence,"Rioters violently interact with other rioters, another armed group or civilians, outside of demonstrations and without the use of lethal weapons.",Rioters (Nigeria),APC: All Progressives Congress,5,Civilians (Nigeria),Government of Nigeria (2015-),7,57,Ogun,Ikenne,,Iperu,6.91,3.6656,1,Daily Trust (Nigeria); New Telegraph,National,"On 13 July 2021, members of the APC beat and injured a bailiff attached to the Ogun State High Court in Iperu (Ikenne LGA, Ogun) during a dispute over a primary election's winner in the region. [size=no report]",0,2021-07-20 01:09:56.590,RES01\svcDW_Admin_UNDP,2021-09-11 07:34:22.330,RES01\svcDW_Admin_UNDP
